title,authors,description,published_date
The Critical Reception of James Baldwin in France,Rosa Bobia,"""James Baldwin's reputation has to a large extent been studied as an isolated American phenomenon. This book-length study is the first that examines the large body of criticism by French-language critics. The wealth of documents makes possible the comparison of African critics of French expression of African-American literature and allows for comparisons of Francophone and American critics as well. James Baldwin is the most intensely studied author in France among the postwar group of African-American authors since Richard Wright. This study shows that the complex and substantive reasons for Baldwin's success go beyond the obvious interest of the French in African-American literature and his intermittent stay in France for nearly four decades.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",1997
Fifty Famous People,James Baldwin,"Fifty Famous People. A Book of Short Stories. By James Baldwin. One of the best things to be said of the stories in this volume is that, although they are not biographical, they are about real persons who actually lived and performed their parts in the great drama of the world's history. Some of these persons were more famous than others, yet all have left enduring ""footprints on the sands of time"" and their names will not cease to be remembered. In each of the stories there is a basis of truth and an ethical lesson which cannot fail to have a wholesome influence; and each possesses elements of interest which, it is believed, will go far towards proving the fallibility of the doctrine that children find delight only in tales of the imaginative and unreal. The fact that there are a few more than fifty famous people mentioned in the volume may be credited to the author's wish to give good measure.",2014-10-19
100 Greatest African Americans,Molefi Kete Asante,"Since 1619, when Africans first came ashore in the swampy Chesapeake region of Virginia, there have been many individuals whose achievements or strength of character in the face of monumental hardships have called attention to the genius of the African American people. This book attempts to distill from many wonderful possibilities the 100 most outstanding examples of greatness. Pioneering scholar of African American Studies Molefi Kete Asante has used four criteria in his selection: the individual's significance in the general progress of African Americans toward full equality in the American social and political system; self-sacrifice and the demonstration of risk for the collective good; unusual will and determination in the face of the greatest danger or against the most stubborn odds; and personal achievement that reveals the best qualities of the African American people. In adopting these criteria Professor Asante has sought to steer away from the usual standards of popular culture, which often elevates the most popular, the wealthiest, or the most photogenic to the cult of celebrity. The individuals in this book - examples of lasting greatness as opposed to the ephemeral glare of celebrity fame - come from four centuries of African American history.Each entry includes brief biographical information, relevant dates, an assessment of the individual's place in African American history with particular reference to a historical timeline, and a discussion of his or her unique impact on American society. Numerous pictures and illustrations will accompany the articles. This superb reference work will complement any library and be of special interest to students and scholars of American and African American history.",2002
The Wonder-book of Horses,James Baldwin,NA,1903
James Baldwin,Stanley Macebuh,"Analyzes Baldwin's thought and literary works, evaluating his contributions to Black literature",1973
The Story of Abraham Lincoln for Young Readers,James Baldwin,NA,1896
Fourth Reader,"James Baldwin,Ida C. Bender",NA,1911
Hero Tales,James Baldwin,Reproduction of the original: Hero Tales by James Baldwin,2019-09-25
Across Islands and Oceans,James Baldwin,"Across Islands and Oceans is the memoir of twenty-five year-old James Baldwin and his epic two-year, solo circumnavigation in Atom, his trusty but aging twenty-eight foot sailboat. Early on and ""as broke as [he] dared to be,"" James determined not only to sail around the world, but also to hike across every island that he visits. His inland forays are unique in the literature of circumnavigators as he finds danger, humor, friendship and romance in places most sailors will never visit. James' story unfolds in his earnest exploration of distant lands and seas, his meditations on the people whose lives he touched, and his greater voyage to explore his own private ocean of solitude. His adventure is not merely an attempt to seek thrills, nor even to tempt death, but rather a voyage of discovery as he set out in the direction of his youthful dreams to meet the life he imagined. ""Go seek what you will, where you will, but be a seeker all of your life."" -James Baldwin",2012-01-31
School Reading by Grades,James Baldwin,NA,1897
The story of Siegfried,James Baldwin,NA,1883
James Baldwin,Jules B. Farber,NA,2016-07-01
Tell Me How Long the Train's Been Gone,James Baldwin,"At the height of his theatrical career, the actor Leo Proudhammer is nearly felled by a heart attack. As he hovers between life and death, Baldwin shows the choices that have made him enviably famous and terrifyingly vulnerable. For between Leo's childhood on the streets of Harlem and his arrival into the intoxicating world of the theater lies a wilderness of desire and loss, shame and rage. An adored older brother vanishes into prison. There are love affairs with a white woman and a younger black man, each of whom will make irresistible claims on Leo's loyalty. And everywhere there is the anguish of being black in a society that at times seems poised on the brink of total racial war. Overpowering in its vitality, extravagant in the intensity of its feeling, Tell Me How Long the Train's Been Gone is a major work of American literature.",2013-09-17
Thirty More Famous Stories Retold,James Baldwin,"A collection of well-known stories involving such figures as Columbus, Romulus and Remus, Penelope, Hannibal, King John, Sir Isaac Newton, etc.",1905
All Those Strangers,Douglas Field,"Adored by many, appalling to some, baffling still to others, few authors defy any single critical narrative to the confounding extent that James Baldwin manages. Was he a black or queer writer? Was he a religious or secular writer? Was he a spokesman for the civil rights movement or a champion of the individual? His critics, as disparate as his readership, endlessly wrestle with paradoxes, not just in his work but also in the life of a man who described himself as ""all those strangers called Jimmy Baldwin"" and who declared that ""all theories are suspect."" Viewing Baldwin through a cultural-historical lens alongside a more traditional literary critical approach, All Those Strangers examines how his fiction and nonfiction shaped and responded to key political and cultural developments in the United States from the 1940s to the 1980s. Showing how external forces molded Baldwin's personal, political, and psychological development, Douglas Field breaks through the established critical difficulties caused by Baldwin's geographical, ideological, and artistic multiplicity by analyzing his life and work against the radically transformative politics of his time. The book explores under-researched areas in Baldwin's life and work, including his relationship to the Left, his FBI files, and the significance of Africa in his writing, while also contributing to wider discussions about postwar US culture. Field deftly navigates key twentieth-century themes-the Cold War, African American literary history, conflicts between spirituality and organized religion, and transnationalism-to bring a number of isolated subjects into dialogue with each other. By exploring the paradoxes in Baldwin's development as a writer, rather than trying to fix his life and work into a single framework, All Those Strangers contradicts the accepted critical paradigm that Baldwin's life and work are too ambiguous to make sense of. By studying him as an individual and an artist in flux, Field reveals the manifold ways in which Baldwin's work develops and coheres.",2015
Thirty More Famous Stories Retold,James Baldwin,"A collection of well-known stories involving such figures as Columbus, Romulus and Remus, Penelope, Hannibal, King John, Sir Isaac Newton, etc.",1905
James Baldwin and the Queer Imagination,Matt Brim,"The central figure in black gay literary history, James Baldwin has become a familiar touchstone for queer scholarship in the academy. Matt Brim’s James Baldwin and the Queer Imagination draws on the contributions of queer theory and black queer studies to critically engage with and complicate the project of queering Baldwin and his work. Brim argues that Baldwin animates and, in contrast, disrupts both the black gay literary tradition and the queer theoretical enterprise that have claimed him. More paradoxically, even as Baldwin’s fiction brilliantly succeeds in imagining queer intersections of race and sexuality, it simultaneously exhibits striking queer failures, whether exploiting gay love or erasing black lesbian desire. Brim thus argues that Baldwin’s work is deeply marked by ruptures of the “unqueer” into transcendent queer thought—and that readers must sustain rather than override this paradoxical dynamic within acts of queer imagination.",2014-09-29
Going to Meet the Man,James Baldwin,"""There's no way not to suffer. But you try all kinds of ways to keep from drowning in it."" The men and women in these eight short fictions grasp this truth on an elemental level, and their stories, as told by James Baldwin, detail the ingenious and often desperate ways in which they try to keep their head above water. It may be the heroin that a down-and-out jazz pianist uses to face the terror of pouring his life into an inanimate instrument. It may be the brittle piety of a father who can never forgive his son for his illegitimacy. Or it may be the screen of bigotry that a redneck deputy has raised to blunt the awful childhood memory of the day his parents took him to watch a black man being murdered by a gleeful mob. By turns haunting, heartbreaking, and horrifying--and informed throughout by Baldwin's uncanny knowledge of the wounds racism has left in both its victims and its perpetrators--Going to Meet the Man is a major work by one of our most important writers.",2013-09-17
James Baldwin's God,Clarence E. Hardy,"""James Baldwin's relationship with black Christianity, and especially his rejection of it, exposes the anatomy of a religious heritage that has not been wrestled with sufficiently in black theological and religious studies. In James Baldwin's God: Sex, Hope, and Crisis in Black Holiness Culture, Clarence Hardy demonstrates that Baldwin is important not only for the ways he is connected to black religious culture, but also for the ways he chooses to disconnect himself from it. Despite Baldwin's view that black religious expression harbors a sensibility that is often vengeful and that its actual content is composed of illusory promises and empty theatrics, he remains captive to its energies, rhythms, languages, and themes. Baldwin is forced, on occasion, to acknowledge that the religious fervor he saw as an adolescent was not simply an expression of repressed sexual tension but also a sign of the irrepressible vigor and dignified humanity of black life."" ""In one of his later extended essays, James Baldwin remembered how his stepfather, David Baldwin, a one-time Baptist minister, died because of his ""unreciprocated love for the Great God Almighty,"" James Baldwin's God engages most directly those aspects of Baldwin's work that address the substance and character of this unrequited love for a Christian God that is depicted as both silent before black suffering and as white - i.e., actively opposed to the flourishing of black life. Despite his consistent portrayal of a black holiness culture full of energy and passion, Baldwin implicitly condemns the fact that the principal backdrop to black people's conversion to Christianity in the United States is shame and not hope. Hardy's reading of Baldwin's texts, with its goal of understanding Baldwin's attitude toward a religion that revolves around an uncaring God in the face of black suffering, provides provocative reading for scholars of religion, literature, and history.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",2003
Jimmy's Blues and Other Poems,James Baldwin,"All of the published poetry of James Baldwin, including six significant poems previously only available in a limited edition During his lifetime (1924–1987), James Baldwin authored seven novels, as well as several plays and essay collections, which were published to wide-spread praise. These books, among them Notes of a Native Son, The Fire Next Time, Giovanni’s Room, and Go Tell It on the Mountain, brought him well-deserved acclaim as a public intellectual and admiration as a writer. However, Baldwin’s earliest writing was in poetic form, and Baldwin considered himself a poet throughout his lifetime. Nonetheless, his single book of poetry, Jimmy’s Blues, never achieved the popularity of his novels and nonfiction, and is the one and only book to fall out of print. This new collection presents James Baldwin the poet, including all nineteen poems from Jimmy’s Blues, as well as all the poems from a limited-edition volume called Gypsy, of which only 325 copies were ever printed and which was in production at the time of his death. Known for his relentless honesty and startlingly prophetic insights on issues of race, gender, class, and poverty, Baldwin is just as enlightening and bold in his poetry as in his famous novels and essays. The poems range from the extended dramatic narratives of “Staggerlee wonders” and “Gypsy” to the lyrical beauty of “Some days,” which has been set to music and interpreted by such acclaimed artists as Audra McDonald. Nikky Finney’s introductory essay reveals the importance, relevance, and rich rewards of these little-known works. Baldwin’s many devotees will find much to celebrate in these pages. From the Trade Paperback edition.",2014-04-01
Notes of a Native Son,James Baldwin,NA,1955
Exiled in Paris,James Campbell,"This is the first book to explore the English-language literary scene in Paris after World War II, including the intersecting lives of Richard Wright, Samuel Beckett, James Baldwin, and Maurice Girodias.",2003-02
Roy's Wound,James Baldwin,James Baldwin [RL 7 IL 7-12] A moving story about a family's suffering at the hands of an abusive father and husband. Theme: effects of abuse. 32 pages. Tale Blazers.,2000-01-01
James Baldwin and the Heavenly City,Christopher Z. Hobson,"Behind James Baldwin’s uncanny ability to evoke a nation’s crisis and potential hope lies his use of religious language to describe social and sexual transformation. The first study of its kind, James Baldwin and the Heavenly City shows that Baldwin’s novels use biblical ideas in partly but not fully secularized ways to express the possible human attainment of a new life embodying a real but undefinable holiness. Focusing on Baldwin’s six novels, along with essays, stories, and drama, the book first shows Baldwin’s method of recasting biblical and African American prophetic traditions to reveal their liberating core. It then examines several key themes: the prophet’s selection, seen in Baldwin’s debut novel, Go Tell It on the Mountain; the three linked ideas of prophetic art, the “apocalyptic body,” and the “apocalyptic city,” as presented in all his novels; and the polarity between prophecy and doubt, the subject of his last novel, Just Above My Head. This important work provides new readings of Baldwin’s novels, reassesses his once-neglected later fiction, and shows Gospel music’s centrality (with blues) in his fictional imagination.",2018-08-01
A Story of the Golden Age,James Baldwin,"To the simple-hearted folk who dwelt in that island three thousand years ago, there was never a sweeter spot than sea-girt Ithaca. Rocky and rugged though it may have seemed, yet it was indeed a smiling land embosomed in the laughing sea. There the air was always mild and pure, and balmy with the breath of blossoms; the sun looked kindly down from a cloudless sky, and storms seldom broke the quiet ripple of the waters which bathed the shores of that island home. On every side but one, the land rose straight up out of the deep sea to meet the feet of craggy hills and mountains crowned with woods. Between the heights were many narrow dells green with orchards; while the gentler slopes were covered with vineyards, and the steeps above them gave pasturage to flocks of long-wooled sheep and mountain-climbing goats. On that side of the island which lay nearest the rising sun, there was a fine, deep harbor; for there the shore bent inward, and only a narrow neck of land lay between the eastern waters and the western sea. Close on either side of this harbor arose two mountains, Neritus and Nereius, which stood like giant watchmen overlooking land and sea and warding harm away; and on the neck, midway between these mountains, was the king's white palace, roomy and large, with blossoming orchards to the right and the left, and broad lawns in front, sloping down to the water's edge. Here, many hundreds of years ago, lived Laertes--a man of simple habits, who thought his little island home a kingdom large enough, and never sighed for a greater. Not many men had seen so much of the world as he; for he had been to Colchis with Jason and the Argonauts, and his feet had trod the streets of every city in Hellas. Yet in all his wanderings he had seen no fairer land than rocky Ithaca. His eyes had been dazzled by the brightness of the Golden Fleece, and the kings of Argos and of Ilios had shown him the gold and gems of their treasure-houses. Yet what cared he for wealth other than that which his flocks and vineyards yielded him? There was hardly a day but that he might be seen in the fields guiding his plough, or training his vines, or in his orchards pruning his trees, or gathering the mellow fruit. He had all the good gifts of life that any man needs; and for them he never failed to thank the great Giver, nor to render praises to the powers above. His queen, fair Anticleia, daughter of the aged chief Autolycus, was a true housewife, overseeing the maidens at their tasks, busying herself with the distaff and the spindle, or plying the shuttle at the loom; and many were the garments, rich with finest needlework, which her own fair fingers had fashioned.",2017-04-09
James Baldwin's Go Tell it on the Mountain,Carol E. Henderson,Original Scholarly Monograph,2006
James Baldwin,"Randall Kenan,Amy Sickels","Presents an introduction to the life and works of the American author, discussing his novels, his participation in the Civil Rights Movement, and his life as an expatriate writer in France.",2005-01
James Baldwin,Rebecca Sjonger,"James Baldwin was an author, social critic, and activist known for his deep understanding of race and class in the United States. This book introduces readers to his speech from a 1965 debate at Cambridge University in which he argues for racial equality in the civil rights era. The social and political circumstances of the era are discussed as well as Baldwin's persuasive argument that, despite contributing to the making of the United States, African Americans are not allowed to fully participate in the American Dream.",2019
Me and My House,Magdalena J. Zaborowska,"The last sixteen years of James Baldwin's life (1971–87) unfolded in a village in the South of France, in a sprawling house nicknamed “Chez Baldwin.” In Me and My House Magdalena J. Zaborowska employs Baldwin’s home space as a lens through which to expand his biography and explore the politics and poetics of blackness, queerness, and domesticity in his complex and underappreciated later works. Zaborowska shows how the themes of dwelling and black queer male sexuality in The Welcome Table, Just above My Head, and If Beale Street Could Talk directly stem from Chez Baldwin's influence on the writer. The house was partially torn down in 2014. Accessible, heavily illustrated, and drawing on interviews with Baldwin's friends and lovers, unpublished letters, and manuscripts, Me and My House offers new insights into Baldwin's life, writing, and relationships, making it essential reading for all students, scholars, and fans of Baldwin.",2018-04-06
The Liberation Theology of James Baldwin,Patricia Lorine Schnapp,NA,1987
The Amen Corner,James Baldwin,"Only a boy preacher who had grown up to become one of America's most eminent writers could have produced a play like The Amen Corner. For to his first work for the theater James Baldwin brought all the fervor and majestic rhetoric of the storefront churches of his childhood along with an unwavering awareness of the price those churches exacted from their worshipers. For years Sister Margaret Alexander has moved her Harlem congregation with a mixture of personal charisma and ferocious piety. But when Margaret's estranged husband, a scapegrace jazz musician, comes home to die, she is in danger of losing both her standing in the church and the son she has tried to keep on the godly path. The Amen Corner is a play about faith and family, about the gulf between black men and black women and black fathers and black sons. It is a scalding, uplifting, sorrowful and exultant masterpiece of the modern American theater.",2013-09-17
Baldwin for Our Times,James Baldwin,"A collection of James Baldwin's writings that speaks urgently to our current era of racial injustice, with an introduction by prominent Baldwin scholar Rich Blint In his unforgettable, incandescent essays and poetry, James Baldwin diagnosed the racial injustices of the twentieth century and illuminated the struggles and triumphs of African Americans. Now, in our current age of persistent racial injustice and the renewed spirit of activism represented by the Black Lives Matter movement, Baldwin’s insights are more urgent than ever. Baldwin for Our Times features incisive essay selections from Notes of a Native Son and searing poetry from Jimmy’s Blues—writing to turn to for wisdom and strength as we seek to understand and confront the injustices of our times.",2016-11-01
"Black Manhood in James Baldwin, Ernest J. Gaines, and August Wilson",Keith Clark,"Explores the novels, short stories, and plays of three African American writers to demonstrate how they challenged classic portrayals of black men in earlier literature. Discusses how the identity of black men changed from one equated with victimization, isolation, and patriarchy; to one of community, camaraderie, and intimacy.",2004
A Dream Deferred,Shelby Steele,"From the author of the award-winning bestseller The Content of Our Character comes a new essay collection that tells the untold story behind the polarized racial politics in America today. In A Dream Deferred Shelby Steele argues that a second betrayal of black freedom in the United States--the first one being segregation--emerged from the civil rights era when the country was overtaken by a powerful impulse to redeem itself from racial shame. According to Steele,1960s liberalism had as its first and all-consuming goal the expiation of America guilt rather than the careful development of true equality between the races. This ""culture of preference"" betrayed America's best principles in order to give whites and America institutions an iconography of racial virtue they could use against the stigma of racial shame. In four densely argued essays, Steele takes on the familiar questions of affirmative action, multiculturalism, diversity, Afro-centrism, group preferences, victimization--and what he deems to be the atavistic powers of race, ethnicity, and gender, the original causes of oppression. A Dream Deferred is an honest, courageous look at the perplexing dilemma of race and democracy in the United States--and what we might do to resolve it.",2009-10-13
